"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Beverage Types","Display Value","Numeric","Low","High","Comments"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Croatia","Other alcoholic beverages","0.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Kazakhstan","Wine","0.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Norway","Spirits","1","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Uzbekistan","Spirits","0.96","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Romania","Wine","3.73","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Cyprus","All","9.31","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Ukraine","Spirits","2.54","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Cyprus","Wine","2.2","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","France","Spirits","2.84","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Montenegro","Other alcoholic beverages","0.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Azerbaijan","Spirits","0.43","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Malta","Other alcoholic beverages","0.04","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Monaco","Wine","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Romania","All","9.63","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Tajikistan","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Romania","All","11.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Tajikistan","All","0.34","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Ireland","Beer","9.93","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Czech Republic","Wine","2.1","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Serbia","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Croatia","Other alcoholic beverages","0.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Slovakia","All","9.85","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Finland","Wine","1.3","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Sweden","Beer","3.93","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Kyrgyzstan","All","2.53","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Slovakia","Wine","1.99","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Israel","Beer","0.86","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Spain","Wine","5.1","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Kazakhstan","Beer","2.56","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Russian Federation","Spirits","7.99","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Greece","Wine","4.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Kyrgyzstan","Beer","0.3","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","Republic of Moldova","Other alcoholic beverages","0.01","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Uzbekistan","Beer","0.46","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Luxembourg","Beer","4.46","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Austria","All","13.9","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Germany","All","13.37","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Luxembourg","All","11.36","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Luxembourg","All","12.91","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Switzerland","Other alcoholic beverages","0.24","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Kazakhstan","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Belgium","Beer","6.11","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Malta","Other alcoholic beverages","0.05","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","The former Yugoslav Republic of Macedonia","All","5.42","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Azerbaijan","All","2.88","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Israel","Beer","1.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Netherlands","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Poland","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Romania","Spirits","1.93","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Switzerland","Spirits","1.95","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Georgia","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Belarus","Wine","0.75","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Ireland","All","12.65","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Greece","Spirits","2.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Monaco","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Croatia","Spirits","1.82","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Israel","Wine","0.16","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Luxembourg","Spirits","2.71","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Turkey","Wine","0.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Belgium","Wine","4","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Ireland","Spirits","2.45","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Malta","Beer","2.92","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Norway","Beer","2.81","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Ukraine","Other alcoholic beverages","0.18","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","San Marino","Beer","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","San Marino","Spirits","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Kyrgyzstan","All","3.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Germany","Beer","6.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Belgium","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Lithuania","Wine","0.39","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Turkey","Spirits","0.59","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Hungary","All","16.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","France","Wine","10.01","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Estonia","Spirits","6.69","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Finland","All","8.62","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Monaco","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Russian Federation","Spirits","7.11","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","Turkey","All","1.31","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Luxembourg","Beer","4.77","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","France","Beer","2.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Croatia","Other alcoholic beverages","0.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Russian Federation","All","10.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Tajikistan","Wine","0.08","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Denmark","Wine","3.78","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Greece","Wine","4.39","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Belarus","Beer","1.14","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Ireland","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Bulgaria","Beer","3.51","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Monaco","Beer","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Turkey","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Serbia","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Denmark","Spirits","1.6","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Slovenia","Spirits","3.44","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Austria","Wine","4.4","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","France","All","12.2","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Greece","Beer","2.25","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Netherlands","Spirits","2.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Czech Republic","Wine","2.5","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Belarus","Other alcoholic beverages","3.89","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Bulgaria","Beer","3.93","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Sweden","All","7.33","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Turkey","Beer","0.48","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Czech Republic","Wine","2.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Greece","Wine","4.52","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Uzbekistan","Wine","0.52","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Greece","Beer","2.24","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Ireland","All","14.25","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Luxembourg","All","14.26","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Kazakhstan","Wine","0.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","Georgia","Wine","5.26","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Ireland","Wine","0.74","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","France","Beer","2.24","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Slovenia","Wine","5.29","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Bulgaria","Spirits","3.35","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Andorra","All","13.17","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Iceland","Other alcoholic beverages","0.08","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Ireland","All","11.45","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Iceland","Wine","0.67","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Romania","Beer","3.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Romania","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Uzbekistan","All","1.77","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Belgium","All","11.04","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Croatia","Beer","4.76","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Bosnia and Herzegovina","All","4.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Czech Republic","All","13.47","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Germany","All","12.74","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Cyprus","Spirits","3","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","The former Yugoslav Republic of Macedonia","Spirits","2.04","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Germany","Wine","3","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Netherlands","Beer","4.8","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","Uzbekistan","Wine","0.39","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Monaco","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Malta","Other alcoholic beverages","0.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Portugal","Wine","9.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Portugal","Beer","3.75","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Monaco","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Belarus","Spirits","6.8","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Poland","Beer","4.51","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Poland","Beer","2.16","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Hungary","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Serbia","Beer","5.14","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Belgium","Wine","2.59","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","United Kingdom","Beer","5.01","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","Austria","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Ireland","Other alcoholic beverages","0.84","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","The former Yugoslav Republic of Macedonia","Spirits","0.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Italy","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Austria","All","12","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","Azerbaijan","All","0.6","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Malta","Wine","1.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Ireland","Beer","9.16","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Israel","Beer","0.93","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Israel","Spirits","0.19","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","San Marino","Wine","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Israel","Spirits","1.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Slovenia","Spirits","4.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Austria","Beer","6.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Germany","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Georgia","Spirits","0.33","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Russian Federation","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","United Kingdom","All","10.01","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Serbia","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Armenia","All","3.9","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Latvia","All","6.74","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Turkey","Beer","0.84","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Bulgaria","All","9.98","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Austria","All","12.4","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Greece","Spirits","2.54","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Malta","Other alcoholic beverages","0.1","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","Greece","Spirits","3.23","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Republic of Moldova","Beer","0.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","France","Wine","6.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Finland","Other alcoholic beverages","1.33","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Sweden","Wine","1.71","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Iceland","Spirits","1.33","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Ireland","Beer","5.76","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Hungary","Beer","4.28","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Belarus","Beer","2.53","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Netherlands","Spirits","2.47","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Slovenia","Beer","3.34","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Bulgaria","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","The former Yugoslav Republic of Macedonia","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","San Marino","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Andorra","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Israel","Beer","1.18","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Lithuania","All","6.09","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Turkmenistan","Wine","0.92","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Lithuania","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","United Kingdom","All","9.45","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Ireland","Wine","1.54","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Belarus","Spirits","5.69","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Finland","Wine","1.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Malta","Wine","2.5","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Latvia","Wine","1.04","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Austria","All","12.9","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Malta","Spirits","2.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Albania","Other alcoholic beverages","0","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1992","Europe","Slovenia","Wine","7.86","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Estonia","Wine","0.37","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Denmark","Wine","3.34","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2010","Europe","Luxembourg","Wine","4.86","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Slovenia","All","12.26","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Slovenia","All","13.36","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Kazakhstan","Beer","0.43","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Bosnia and Herzegovina","Wine","0.42","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Israel","Beer","0.87","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","United Kingdom","Beer","4.41","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","France","Spirits","2.65","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Finland","Other alcoholic beverages","1.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Hungary","Spirits","4.08","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Hungary","Wine","3.85","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Slovakia","Other alcoholic beverages","0","","","",""
